item.kleispack.grilled_melon,Grilled Melon,Grilled Melon,Grilled Melon,,Grilled Melon,Жареный арбуз,Grilovaný meloun,Gegrillte Melone,Pastèque grillée,Sandía asada,Izgara Karpuz,Sandía a la parrilla,烤西瓜,Grillet Melon,,Кавун на грилі,Grilled melon,Melone Grigliato,uoꞁǝW pǝꞁꞁᴉɹ⅁,Grillierti Melone,Hot Green Fruit,,Roasted Entapple,Grilled Melon
item.kleispack.rind_jam,Rind Jam,Rind Jam,Rind Jam,,Rind Jam,Джем из арбузов,Džem z melounové kůry,Melonenschalenmarmelade,Confiture de peau de pastèque,Mermelada de cáscara de sandía,Kabuk Reçeli,Mermelada de cáscara de sandía,瓜皮果酱,Skræl syltetøj,,Джем з кавунових шкірок,Preserve o' melon rind,Marmellata di Bucce,ɯɐՐ puᴉᴚ,Meloneschalekonfi,Fruit Skin Goop,,Rind Sweetspread,Rind Jam
item.kleispack.melon_sorbet,Melon Sorbet,Melon Sorbet,Melon Sorbet,,Melon Sorbet,Сорбет из арбуза,Melounový sorbet,Melonen Sorbet,Sorbet à la pastèque,Sorbete de sandía,Karpuz Sorbe,Helado de sandía,西瓜雪葩,Melon Sorbet,,Кавуновий сорбет,Snow'd melon,Sorbetto al Melone,ʇǝqɹoS uoꞁǝW,Melone Glace,Cold Melon,,Entapple Foam Ices,Melon Sorbet
item.minecraft.rotten_flesh,Glow Berry Mash,Glow Berry Mash,Glow Berry Mash,,Glow Berry Mash,Пюре из светящихся ягод,Zářinkové pyré,Leuchtbeerenmus,Purée de baies lumineuses,Puré de bayas brillantes,Işıldayan Meyve Ezmesi,Puré de bayas luminosas,发光浆果泥,Glødebærmos,,Пюре із сяйних ягід,Mash o' glowin' capers,Purea di Bacche Splendenti,ɥsɐW ʎɹɹǝᗺ ʍoꞁ⅁,Lüchtbeerimues,Shinie Berri Mush,,Glow Berry Mash,Glow Berry Mash
item.kleispack.glow_berry_jam,Glow Berry Jam,Glow Berry Jam,Glow Berry Jam,,Glow Berry Jam,Джем из светящихся ягод,Zářinkový džem,Leuchtbeerenmarmelade,Confiture de baies lumineuses,Mermelada de bayas brillantes,Işıldayan Meyve Reçeli,Mermelada de bayas luminosas,发光浆果酱,Glødebærsyltetøj,,Джем із сяйних ягід,Preserve o' glowin' capers,Marmellata di Bacche Splendenti,ɯɐՐ ʎɹɹǝᗺ ʍoꞁ⅁,Lüchtbeerekonfi,Glowey Berry Goop,,Glow Berry Sweetspread,Glow Berry Jam
item.kleispack.glow_berry_crumble,Glow Berry Crumble,Glow Berry Crumble,Glow Berry Crumble,,Glow Berry Crumble,Крамбл из светящихся ягод,Zářinkový crumble,Leuchtbeeren-Crumble,Crumble aux baies lumineuses,Crumble de bayas brillantes,Işıldayan Meyve Kıtırı,Crumble de bayas luminosas,发光浆果酥,Glødebærcrumble,,Крамбл із сяйних ягодами,Crumble o' glowin' capers,Crumble alle Bacche Splendenti,ǝꞁqɯnɹƆ ʎɹɹǝᗺ ʍoꞁ⅁,Lüchtbeere-Crumble,Glow Burry Crumbs,,Glow Berry Crumble,Glow Berry Crumble
item.minecraft.magma_cream,Sweet Berry Mash,Sweet Berry Mash,Sweet Berry Mash,,Sweet Berry Mash,Пюре из сладких ягод,Pyré ze sladkých bobulí,Süßbeerenmus,Purée de baies sucrées,Puré de bayas dulces,Tatlı Orman Meyvesi Ezmesi,Puré de bayas dulces,甜浆果泥,Sødbærsmos,,Пюре із солодких ягід,Mash o' land capers,Purea di Bacche Dolci,ɥsɐW ʎɹɹǝᗺ ʇǝǝʍS,Süesbeerimues,Sweet Berry Mush,,Sweet Berry Mash,Sweet Berry Mash
item.kleispack.sweet_berry_jam,Sweet Berry Jam,Sweet Berry Jam,Sweet Berry Jam,,Sweet Berry Jam,Джем из сладких ягод,Džem ze sladkých bobulí,Süßbeerenmarmelade,Confiture de baies sucrées,Mermelada de bayas dulces,Tatlı Orman Meyvesi Reçeli,Mermelada de bayas dulces,甜浆果酱,Sødbærsmarmelade,,Джем із солодких ягід,Preserve o' land capers,Marmellata di Bacche Dolci,ɯɐՐ ʎɹɹǝᗺ ʇǝǝʍS,Süesbeerekonfi,Switzy Beriy Goop,,Sweet Berry Sweetspread,Sweet Berry Jam
item.kleispack.sweet_berry_danish,Sweet Berry Danish,Sweet Berry Danish,Sweet Berry Danish,,Sweet Berry Danish,Сладкий ягодный пирог,Danish ze sladkých bobulí,Süßbeerenplunder,Danoise aux baies sucrées,Pan danés de bayas dulces,Tatlı Orman Meyvesi Çöreği,Pastel danés de bayas dulces,甜浆果丹麦酥,Sødbærswienerbrød,,Данська слойка з солодкими ягодами,Wienerbrød o' land capers,Danese alle Bacche Dolci,ɥsᴉuɐᗡ ʎɹɹǝᗺ ʇǝǝʍS,Süesbeereplunder,Fancy Berry Bread,,Sweet Berry Bake,Sweet Berry Danish
item.kleispack.sweet_berry_toast,Sweet Berry Toast,Sweet Berry Toast,Sweet Berry Toast,,Sweet Berry Toast,Тост со сладкими ягодами,Toast se sladkými bobulemi,Süßbeeren-Toast,Toast aux baies sucrées,Tostada de bayas dulces,Tatlı Orman Meyvesi Tostu,Tostada con bayas dulces,甜浆果吐司,Sødbærstoast,,Тост із солодкими ягодами,Hard tack o' land capers,Toast alle Bacche Dolci,ʇsɐo⟘ ʎɹɹǝᗺ ʇǝǝʍS,Süesbeere-Toast,Berry Toast,,Sweet Berry Toast,Sweet Berry Toast
item.minecraft.mushroom_stew,Chocolate,Chocolate,Chocolate,,Chocolate,Шоколад,Čokoláda,Schokolade,Chocolat,Chocolate,Çikolata,Chocolate,巧克力,Chocolade,Czekolada,Шоколад,Chocolate,Cioccolato,ǝʇɐꞁoɔoɥƆ,Schoki,CHOCY,,Cocoafood,Chocolate
item.kleispack.brownie,Brownie,Brownie,Brownie,,Brownie,Брауни,Brownie,Brownie,Brownie,Brownie,Dilim Kek,Brownie,布朗尼,Brownie,Brownie,Брауні,Chocolate molar breaker,Brownie,ǝᴉuʍoɹᗺ,Brownie,Chocy Brik,,Brown Sweet Cake,Brownie
item.kleispack.chocolate_chip_cookie,Chocolate Chip Cookie,Chocolate Chip Cookie,Chocolate Chip Cookie,,Chocolate Chip Cookie,Печенье с шоколадной крошкой,Čokoládová sušenka,Keks mit Schokoladenstückchen,Cookie aux pépites de chocolat,Galletón con chispas de chocolate,Çikolata Parçacıklı Kurabiye,Galleta con chispas de chocolate,巧克力曲奇,Chocolade Cookie,,Печиво зі шматочками шоколаду,Biscuit o' chocolate chunks,Biscotto con Gocce di Cioccolato,ǝᴉʞooƆ dᴉɥƆ ǝʇɐꞁoɔoɥƆ,Gutzi mit Schockistückli,Dont poizin rainbow brrd no more,,Cookie with Cocoa Chunks,Chocolate Chip Cookie
item.kleispack.gimmari,Gimmari,Gimmari,Gimmari,,Gimmari,Киммари,Gimmari,Gimmari,Gimmari,Gimmari,Gimmari,Gimmari,韩式炸紫菜卷,Gimmari,,Кіммарі,Seaweed roll,Gimmari,ᴉɹɐɯɯᴉ⅁,Gimmari,rolly sea leeves wiv stuf in,,Filled Kelp Wrap,Gimmari
item.kleispack.bokguk,Bokguk,Bokguk,Bokguk,,Bokguk,Бокгук,Bokguk,Bokguk,Bokguk,Bokguk,Bokguk,Bokguk,河豚汤,Bokguk,,Бокґук,Soup o' blowfish,Bokguk,ʞnᵷʞoᗺ,Bokguk,yucky fish supe,,Pufferfish Broth,Bokguk
item.kleispack.honey_ginger_tea,Honey Ginger Tea,Honey Ginger Tea,Honey Ginger Tea,,Honey Ginger Tea,Медово-имбирный чай,Zázvorový čaj s medem,Honig-Ingwer-Tee,Thé au miel et gingembre,Té de miel y jengibre,Ballı Zencefilli Çay,Té de jengibre con miel,蜂蜜姜茶,Honing Ingefær Te,,Імбирний чай з медом,Tea o' bee nectar 'n' ginger,Tè al Miele e Zenzero,ɐǝ⟘ ɹǝᵷuᴉ⅁ ʎǝuoH,Honig-Ingwer-Tee,Hoonei Joose for Relaz,,Honey Ginger Wort Water,Honey Ginger Tea
item.kleispack.mead,Mead,Mead,Mead,,Mead,Медовуха,Medovina,Met,Hydromel,Aguamiel,Bal Likörü,Hidromiel,蜂蜜酒,Mjød,,Медовуха,Mead,Idromele,pɐǝW,Met,Funni Honie Juice,,Mead,Mead
item.kleispack.honied_french_toast,Honied French Toast,Honied French Toast,Honied French Toast,,Honied French Toast,Сладкий тост по-французски,Francouzský toast s medem,Arme Ritter mit Honig,Pain perdu au miel,Tostada francesa con miel,Ballı Yumurtalı Ekmek,Tostada francesa con miel,蜂蜜法式吐司,Arme ridder med honing,,Французький тост з медом,Pain perdu 'n' bee nectar,Toast alla Francese al Miele,ʇsɐo⟘ ɥɔuǝɹℲ pǝᴉuoH,Armi Ritter mit Honig,Hunyified Eccy bred,,Honeyed Eggy Toast,Honied French Toast
item.kleispack.golden_steamed_carrots,Steamed Golden Carrots,Steamed Golden Carrots,Steamed Golden Carrots,,Steamed Golden Carrots,Золотая морковь на пару,Pařené zlaté mrkve,Gedämpfte goldene Karotten,Carottes dorées à la vapeur,Zanahorias doradas al vapor,Buharlanmış Altın Havuç,Zanahorias doradas al vapor,蒸金胡萝卜,Dampede gyldne gulerødder,,Золота морква на парі,Steamed orange veggies o' gold,Carote Dorate al Vapore,sʇoɹɹɐƆ uǝpꞁo⅁ pǝɯɐǝʇS,Gedämpfti goldeni Rüebli,,,Steamed Golden Walmores,Steamed Golden Carrots
item.kleispack.golden_pickled_carrots,Golden Pickled Carrots,Golden Pickled Carrots,Golden Pickled Carrots,,Golden Pickled Carrots,Квашеная золотая морковь,Nakládané zlaté mrkve,Eingelegte goldene Karotten,Carottes dorées au vinaigre,Zanahorias doradas en escabeche,Altın Havuç Turşusu,Zanahorias doradas encurtidas,腌金胡萝卜,Syltede gyldne gulerødder,,Маринована золота морква,Pickled orange veggies o' gold,Carote Dorate Sott'Aceto,sʇoɹɹɐƆ pǝꞁʞɔᴉԀ uǝpꞁo⅁,Ihglegti goldeni Rüebli,,,Pickled Golden Walmores,Golden Pickled Carrots
item.kleispack.golden_carrot_cupcake,Golden Carrot Cupcake,Golden Carrot Cupcake,Golden Carrot Cupcake,,Golden Carrot Cupcake,Золотой морковный кекс,Cupcake ze zlatých mrkví,Goldene-Karroten-Muffin,Cupcake à la carotte dorée,Cupcake de zanahoria dorada,Altın Havuçlu Kapkek,Cupcake de zanahoria dorada,金胡萝卜纸杯蛋糕,Gylden gullerod cupcake,,Капкейк із золотої моркви,Molar breaker o' orange veggy o' gold,Cupcake alla Carota Dorata,ǝʞɐɔdnƆ ʇoɹɹɐƆ uǝpꞁo⅁,Goldeni Rüebli Muffin,,,Golden Walmore Cupcake,Golden Carrot Cupcake
item.kleispack.baked_golden_apple,Baked Golden Apple,Baked Golden Apple,Baked Golden Apple,,Baked Golden Apple,Запечённое золотое яблоко,Pečené zlaté jablko,Gebackener goldener Apfel,Pomme dorée au four,Manzana dorada asada,Pişmiş Altın Elma,Manzana dorada horneada,烤金苹果,Bagt gyldent æble,,Печене золоте яблуко,Baked apple o' Eden,Mela Dorata al Forno,ǝꞁddⱯ uǝpꞁo⅁ pǝʞɐᗺ,Backene goldene Öpfel,,,Baked Golden Apple,Baked Golden Apple
item.kleispack.canned_golden_apples,Canned Golden Apples,Canned Golden Apples,Canned Golden Apples,,Canned Golden Apples,Консервированные золотые яблоки,Zavařené zlaté jablka,Konservierte goldene Äpfel,Pommes dorées en conserve,Manzanas doradas en conserva,Konserve Altın Elma,Manzanas doradas en conserva,金苹果罐头,Gyldent æble på dåse,,Консервовані золоті яблука,Canned apples o' Eden,Mele Dorate in Scatola,sǝꞁddⱯ uǝpꞁo⅁ pǝuuɐƆ,Konservierte goldene Öpfel,,,Canned Golden Apples,Canned Golden Apples
item.kleispack.golden_empanada,Gilded Empanada,Gilded Empanada,Gilded Empanada,,Gilded Empanada,Золотая эмпанада,Zlatistá empanada,Vergoldeter Empanada,Empanada doré,Empanada dorada,Yaldızlanmış Empanada,Empanada dorada,镀金馅饼,Grillet Empanada,,Позолочена емпанада,Pasty o' Eden apple,Empanada Dorata,ɐpuɐuɐdɯƎ pǝpꞁᴉ⅁,Vergoldete Empanada,,,Gilded Turnover,Gilded Empanada
item.kleispack.chorus_mochi,Chorus Mochi,Chorus Mochi,Chorus Mochi,,Chorus Mochi,Хорус-моти,Chorusové moči,Chorus Mochi,Mochi de chorus,Mochi de chorus,Koro Mochi,Mochi de chorus,紫颂麻薯,,,Моті з плодів хорусу,Mochi o' tall one's fruit,Mochi al Chorus,ᴉɥɔoW snɹoɥƆ,Chorus Mochi,,,Chorovet Snow Dough,Chorus Mochi
item.kleispack.naan,Naan,Naan,Naan,,Naan,Наан,Naan,Naan,Naan,Naan,Naan,Naan,馕,Naan,Naan,Наан,Naarrrn,Naan,uɐɐN,Naan,,,Flatbread,Naan
item.kleispack.crimson_stroganoff,Crimson Stroganoff,Crimson Stroganoff,Crimson Stroganoff,,Crimson Stroganoff,Багровый бефстроганов,Karmínový stroganoff,Karmesin-Stroganoff,Stroganov aux champignons carmins,Stroganoff carmesí,Kızıl Stroganof,Stroganoff carmesí,绯红菌斯特罗加诺夫炖菜,Karmoisinrød Stroganoff,,Багряний бефстроганов,Stroganoff o' ichor,Stroganoff Cremisi,ɟɟouɐᵷoɹʇS uosɯᴉɹƆ,Karmesin-Stroganoff,,,Creamed Crimson Stew,Crimson Stroganoff
item.kleispack.french_toast,French Toast,French Toast,French Toast,,French Toast,Тост по-французски,Francouzský toast s medem,Arme Ritter,Pain perdu,Tostada francesa,Yumurtalı Ekmek,Tostada francesa,法式吐司,Arme Riddere,Tost francuski,Французький тост,Pain perdu,Toast alla Francese,ʇsɐo⟘ ɥɔuǝɹℲ,Armi Ritter,,,Eggy Toast,French Toast
item.kleispack.fried_egg,Fried Egg,Fried Egg,Fried Egg,,Fried Egg,Жареное яйцо,Volské oko,Spiegelei,Œuf au plat,Huevo frito,Kızarmış Yumurta,Huevo frito,煎蛋,Spejlæg,Jajko smażone,Яєчня-оката,Fried cackle fruit,Uovo Fritto,ᵷᵷƎ pǝᴉɹℲ,Spiegelei,,,Roasted Egg,Fried Egg
item.kleispack.red_mushroom_stroganoff,Toadstool Stroganoff,Toadstool Stroganoff,Toadstool Stroganoff,,Toadstool Stroganoff,Мухоморный бефстроганов,Stroganoff s muchomůrkami,Fliegenpilz-Stroganoff,Stroganov aux champignons vénéneux,Stroganoff de callampa venenosa,Şapka Mantarlı Stroganof,Stroganoff de champiñones venenosos,毒蘑菇斯特罗加诺夫炖菜,,,Бефстроганов із поганками,Stroganoff o' scarlet shroom,Stroganoff ai Funghi Velenosi,ɟɟouɐᵷoɹʇS ꞁooʇspɐo⟘,Fliegepilz-Stroganoff,,,Creamed Toadstool Stew,Toadstool Stroganoff
item.kleispack.raw_paneer_makhani,Uncooked Paneer Makhani,Uncooked Paneer Makhani,Uncooked Paneer Makhani,,Uncooked Paneer Makhani,Неготовый панир махани,Syrové paneer makhani,Ungekochtes Paneer Makhani,Paneer makhani cru,Paneer makhani sin cocinar,Pişmemiş Paneer Makhani,Paneer Makhani sin cocinar,生奶豆腐咖喱,,,Сирий панір махані,Raw cheesy spiced sauce,Paneer Makhani Crudo,ᴉuɐɥʞɐW ɹǝǝuɐԀ pǝʞooɔu∩,Ungekochtes Paneer Makhani,,,Uncooked Milkcurd Pepper Broth,Uncooked Paneer Makhani
item.kleispack.raw_ramen,Uncooked Ramen,Uncooked Ramen,Uncooked Ramen,,Uncooked Ramen,Неготовый рамэн,Syrový ramen,Ungekochte Ramen,Ramen cru,Ramen sin cocinar,Pişmemiş Ramen,Ramen Tonkotsu sin cocinar,生拉面,,Nieugotowany ramen,Сирий рамен,Raw noodle soup,Ramen Crudo,uǝɯɐᴚ pǝʞooɔu∩,Ungekochti Ramen,,,Uncooked Spiced Flour String Soup,Uncooked Ramen
item.kleispack.raw_curry,Uncooked Curry,Uncooked Curry,Uncooked Curry,,Uncooked Curry,Неготовое карри,Syrové kari,Ungekochtes Curry,Curry cru,Curry sin cocinar,Pişmemiş Köri,Curry japonés sin cocinar,生咖喱,,Nieugotowane curry,Сире карі,Raw spiced sauce,Curry Crudo,ʎɹɹnƆ pǝʞooɔu∩,Ungekochtes Curry,,,Uncooked Pepper Broth,Uncooked Curry
item.kleispack.raw_green_curry,Uncooked Fish Curry,Uncooked Fish Curry,Uncooked Fish Curry,,Uncooked Fish Curry,Неготовое рыбное карри,Neuvařené rybí kari,Ungekochtes Fischcurry,Curry au poisson cru,Curry verde sin cocinar,Pişmemiş Balık Körisi,Curry verde sin cocinar,生鱼咖喱,,,Сире зелене рибне карі,Raw fishy spiced sauce,Curry di Pesce Crudo,ʎɹɹnƆ ɥsᴉℲ pǝʞooɔu∩,Ungekochtes Fischcurry,,,Uncooked Fish Pepper Broth,Uncooked Fish Curry
item.kleispack.paneer_makhani,Paneer Makhani,Paneer Makhani,Paneer Makhani,,Paneer Makhani,Панир махани,Paneer makhani,Paneer makhani,Paneer makhani,Paneer makhani,Paneer Makhani,Paneer Makhani,玛卡尼奶豆腐,,,Панір махані,Cheesy spiced sauce,Paneer Makhani,ᴉuɐɥʞɐW ɹǝǝuɐԀ,Paneer makhani,,,Milkcurd Pepper Broth,Paneer Makhani
item.kleispack.ramen,Tonkotsu Ramen,Tonkotsu Ramen,Tonkotsu Ramen,,Tonkotsu Ramen,Тонкоцу рамэн,Tonkotsu ramen,Tonkotsu Ramen,Ramen tonkatsu,Ramen tonkotsu,Tonkotsu Ramen,Ramen Tonkotsu,豚骨拉面,,Ramen tonkotsu,Рамен тонкоцу,Special noodle soup,Ramen Tonkotsu,uǝɯɐᴚ nsʇoʞuo⟘,Tonkotsu Ramen,,,Spiced Flour String Soup,Tonkotsu Ramen
item.kleispack.japanese_curry,Japanese Curry,Japanese Curry,Japanese Curry,,Japanese Curry,Японское карри,Japonské kari,Japanisches Curry,Curry japonais,Curry japonés,Japon Körisi,Curry japonés,日式咖喱,Japansk Karry,Japońskie curry,Японське карі,Spiced sauce from o'er seas,Curry Giapponese,ʎɹɹnƆ ǝsǝuɐdɐՐ,Japanisches Curry,,,Pepper Broth,Japanese Curry
item.kleispack.warped_stroganoff,Warped Stroganoff,Warped Stroganoff,Warped Stroganoff,,Warped Stroganoff,Искажённый бефстроганов,Přízračný stroganoff,Wirr-Stroganoff,Stroganov aux champignons biscornus,Stroganoff distorsionado,Çarpık Stroganoff,Stroganoff distorsionado,诡异菌斯特罗加诺夫炖菜,,,Химерний Бефстроганов,Stroganoff o' twistin',Stroganoff Distorto,ɟɟouɐᵷoɹʇS pǝdɹɐM,Wirr-Stroganoff,,,Fish Pepper Broth,Warped Stroganoff
item.kleispack.green_curry,Green Curry,Green Curry,Green Curry,,Green Curry,Зелёное карри,Zelené kari,Grünes Curry,Curry vert,Curry verde,Yeşil Köri,Curry verde,绿咖喱,Grøn Karry,Zielone curry,Зелене рибне карі,Spiced sauce o' green,Curry Verde,ʎɹɹnƆ uǝǝɹ⅁,Grünes Curry,,,Green Pepper Broth,Green Curry
item.kleispack.kontomire_stew,Kontomire-Dandelion Stew,Kontomire-Dandelion Stew,Kontomire-Dandelion Stew,,Kontomire-Dandelion Stew,Рагу из контомире и одуванчиков,Polévka kontomire s pampeliškami,Kontomire-Löwenzahn-Eintopf,Ragoût de kontomire et pissenlits,Estofado de kontomire y diente de león,Kontomire ve Karahindiba Yahnisi,Estofado de kontomire y diente de león,孔托米尔蒲公英炖菜,,,Тушковані контоміре та кульбаби,Stew o' kontomire 'n' dandelion,Zuppa di Kontomire e Tarassaco,ʍǝʇS uoᴉꞁǝpuɐᗡ-ǝɹᴉɯoʇuoꞰ,Kontomire-Löwezahn-Ihtopf,,,Earthknob and Monkshead Stew,Kontomire-Dandelion Stew
item.kleispack.pad_thai,Pad Thai,Pad Thai,Pad Thai,,Pad Thai,Пад-тай,Pad thai,Pad Thai,Pad thai,Pad thai,Pad Thai,Pad Thai,泰式炒河粉,Pad Thai,,Пад тай,Pad Thai,Pad Thai,ᴉɐɥ⟘ pɐԀ,Pad Thai,,,Spiced Fish Stew,Pad Thai
item.kleispack.charred_meat,Charred Meat,Charred Meat,Charred Meat,,Charred Meat,Сгоревшое мясо,Spálené maso,Schwarzgeröstetes Fleisch,Viande braisée,Carne chamuscada,Közlenmiş Et,Carne carbonizada,焦烤肉,Forkullet kød,,Обвуглене м'ясо,Charred meat,Carne Carbonizzata,ʇɐǝW pǝɹɹɐɥƆ,Ahkohltes Fleisch,,,Charred Meat,Charred Meat
item.kleispack.charred_fish,Charred Fish,Charred Fish,Charred Fish,,Charred Fish,Сгоревшая рыба,Spálená ryba,Schwarzgerösteter Fisch,Poisson braisé,Pez chamuscado,Közlenmiş Balık,Pescado carbonizado,焦烤鱼,Forkullet Fisk,,Обвуглена риба,Charred fish,Pesce Carbonizzato,ɥsᴉℲ pǝɹɹɐɥƆ,Ahkohlte Fisch,,,Charred Fish,Charred Fish
item.kleispack.char,Char,Char,Char,,Char,Угольки,Siven,Kohle,Braises,Residuo chamuscado,Köz,Residuo carbonizado,焦碳渣,Rødding,,Обвуглений залишок,Char,Salmerino,ɹɐɥƆ,Kohle,,,Char,Char
item.kleispack.axolotl,Axolotl,Axolotl,Axolotl,,Axolotl,Аксолотль,Axolotl,Axolotl,Axolotl,Ajolote,Aksolotl,Ajolote,美西螈,Axolotl,,Аксолотль,Sea lizard,Axolotl,ꞁʇoꞁoxⱯ,Axolotl,,,Waterhelper,Axolotl
item.minecraft.salmon,Salmon,Salmon,Salmon,,Salmon,Лосось,Losos,Lachs,Saumon,Salmón,Somon,Salmón,鲑鱼,Laks,,Лосось,Salmon,Salmone,uoɯꞁɐS,Lachs,,,Lax,Salmon
item.minecraft.cod,Cod,Cod,Cod,,Cod,Треска,Treska,Kabeljau,Morue,Bacalao,Morina,Bacalao,鳕鱼,Torsk,,Тріска,Codfish,Merluzzo,poƆ,Kabeljau,,,Cod,Cod
item.kleispack.fish.fish_bones,Fish Bones,Fish Bones,Fish Bones,,Fish Bones,Рыбьи кости,Rybí kosti,Fischgräten,Arêtes de poisson,Huesos de pez,Kılçık,Espinas de pescado,鱼骨,Fiskeben,,Риб'ячі кістки,Bones o' fish,Lische di Pesce,sǝuoᗺ ɥsᴉℲ,Fischgrätte,,,Fish Bones,Fish Bones
item.kleispack.fish.alaska_blackfish,Alaska Blackfish,Alaska Blackfish,Alaska Blackfish,,Alaska Blackfish,Даллия,Dálie Aljašská,Alaska-Schwarzfisch,Dallia,Pez negro de Alaska,Alaska Siyah Balığı,Pez negro de Alaska,阿拉斯加黑鱼,,,Далія,Alaska Blackfish,Pesce Nero dell'Alaska,ɥsᴉɟʞɔɐꞁᗺ ɐʞsɐꞁⱯ,Alaska-Schwarzfisch,,,Coldwater Blackfish,Alaska Blackfish
item.kleispack.fish.anchovy,Anchovy,Anchovy,Anchovy,,Anchovy,Анчоус,Ančovička,Sardelle,Anchois,Anchoa,Hamsi,Anchoa,凤尾鱼,Ansjos,,Анчоус,Anchovy,Acciuga,ʎʌoɥɔuⱯ,Sardelle,,,Little Fish,Anchovy
item.kleispack.fish.arapaima,Arapaima,Arapaima,Arapaima,,Arapaima,Арапайма,Arapaima,Arapaima,Arapaima,Arapaima,Arapaima,Arapaima,巨骨舌鱼,,,Арапайма,Arapaima,Arapaima,ɐɯᴉɐdɐɹⱯ,Arapaima,,,Bonytongue,Arapaima
item.kleispack.fish.armoured_catfish,Armoured Catfish,Armored Catfish,Armoured Catfish,,Armoured Catfish,Кольчужный сом,Ancistrus,Panzerwels,Poisson-chat cuirassé,Bagre acorazado,Zırhlı Yayın Balığı,Bagre acorazado,甲鲶,,,Панцирний сом,Armoured Catfish,Pesce Gatto Corazzato,ɥsᴉɟʇɐƆ pǝɹnoɯɹⱯ,Panzerwels,,,Bony Catfish,Armoured Catfish
item.kleispack.fish.bass,Bass,Bass,Bass,,Bass,Окунь,Okounek pstruhový,Barsch,Bar,Perca,Levrek,Perca,鲈鱼,Bas,,Окунь,Bass,Persico,ssɐᗺ,Barsch,,,Bass,Bass
item.kleispack.fish.black_seabass,Black Seabass,Black Seabass,Black Seabass,,Black Seabass,Чёрный морской окунь,Kanic žíhaný,Schwarzer Sägebarsch,Perche noire,Lubina negra,Siyah Deniz Levreği,Lubina negra,黑海鲈,Sort Havaborre,,Чорний морський окунь,Black Seabass,Spigola Nera,ssɐqɐǝS ʞɔɐꞁᗺ,Schwarze Sägebarsch,,,Black Seabass,Black Seabass
item.kleispack.fish.bluegill,Bluegill,Bluegill,Bluegill,,Bluegill,Синежаберный солнечник,Slunečnice velkoploutvá,Blauer Sonnenbarsch,Crapet arlequin,Pez sol,Güneş Balığı,Pez sol,蓝鳃太阳鱼,,,Сонячний окунь,Bluegill,Persico Sole,ꞁꞁᴉᵷǝnꞁᗺ,Blaue Sunnebarsch,,,Bloegill,Bluegill
item.kleispack.fish.bujurqui,Bujurqui,Bujurqui,Bujurqui,,Bujurqui,Бужуркина,Akara,Bujurquina,Bujurquina,Bujurquina,Bujurqui,Bujurquina,布胡尔基鱼,,,Бужуркі,Bujurqui,Bujurqui,ᴉnbɹnՐnᗺ,Bujurquina,,,,Bujurqui
item.kleispack.fish.carp,Carp,Carp,Carp,,Carp,Карп,Kapr,Karpfen,Carpe,Carpa,Sazan,Carpa,鲤鱼,,,Короп,Carp,Carpa,dɹɐƆ,Karpfe,,,,Carp
item.kleispack.fish.catfish,Catfish,Catfish,Catfish,,Catfish,Сом,Sumec,Wels,Poisson-chat,Bagre,Yayın,Bagre,鲶鱼,Havkat,,Сом,Catfish,Pesce Gatto,ɥsᴉɟʇɐƆ,Wels,,,Catfish ,Catfish
item.kleispack.fish.crappie,Crappie,Crappie,Crappie,,Crappie,Краппи,Okounek,Crappie,Marigane noire,Mojarra americana,Crappie,Mojarra americana,莓鲈,,,Крапі,Crappie,Crappie,ǝᴉddɐɹƆ,Crappie,,,,Crappie
item.kleispack.fish.european_eel,European Eel,European Eel,European Eel,,European Eel,Речной угорь,Úhoř říční,Europäischer Aal,Anguille commune,Anguila europea,Avrupa Yılan Balığı,Anguila europea,欧洲鳗鲡,Europæisk Ål,,Європейський вугорь,European Eel,Anguilla Europea,ꞁǝƎ uɐǝdoɹnƎ,Europäische Aal,,,,European Eel
item.kleispack.fish.flounder,Flounder,Flounder,Flounder,,Flounder,Камбал,Platýs,Flunder,Flet,Lenguado,Pisi Balığı,Lenguado,比目鱼,Skrubbe,,Камбала,Flounder,Passera di Mare,ɹǝpunoꞁℲ,Flunder,,,,Flounder
item.kleispack.fish.flying_fish,Flying Fish,Flying Fish,Flying Fish,,Flying Fish,Летучая рыба,Létající ryba,Fliegender Fisch,Poisson volant,Pez volador,Uçan Balık,Pez volador,飞鱼,Flyvefisk,,Летюча риба,Flying Fish,Pesce Volante,ɥsᴉℲ ᵷuᴉʎꞁℲ,Fliegender Fisch,,,,Flying Fish
item.kleispack.fish.freshwater_pufferfish,Freshwater Puffer,Freshwater Puffer,Freshwater Puffer,,Freshwater Puffer,Фахака,Sladkovodní čtverzubec,Süsswasserkugelfisch,Poisson-globe,Pez globo de agua dulce,Tatlı Su Balon Balığı,Pez globo de agua dulce,淡水河豚,,,Прісноводна риба-скелезуб,Freshwater Blowfish,Pesce Palla d'Acqua Dolce,ɹǝɟɟnԀ ɹǝʇɐʍɥsǝɹℲ,Süesswasserkugelfisch,,,,Freshwater Puffer
